8	2А	3	129	60.1	55.4	5700000	свободна
8	3А	3	130	86.2	81.8	7300000	свободна
9	2В	3	131	65.2	60.8	6000000	свободна
9	1А	3	132	41.4	36.7	3800000	свободна
9	2А	3	133	60.1	55.4	5700000	свободна
9	3А	3	134	86.2	81.8	7300000	свободна
10	2В	3	135	65.2	60.8	6000000	свободна
10	1А	3	136	41.4	36.7	3800000	свободна
10	2А	3	137	60.1	55.4	5700000	свободна
10	3А	3	138	86.2	81.8	7300000	свободна
11	2В	3	139	65.2	60.8	6000000	свободна
11	1А	3	140	41.4	36.7	3800000	свободна
11	2А	3	141	60.1	55.4	5700000	свободна
11	3А	3	142	86.2	81.8	7300000	свободна
12	2В	3	143	65.2	60.8	6000000	свободна
12	1А	3	144	41.4	36.7	3800000	свободна
12	2А	3	145	60.1	55.4	5700000	свободна
12	3А	3	146	86.2	81.8	7300000	свободна
13	2В	3	147	65.2	60.8	6000000	свободна
13	1А	3	148	41.4	36.7	3800000	свободна
13	2А	3	149	60.1	55.4	5700000	свободна
13	3А	3	150	86.2	81.8	7300000	свободна
